person_id,season,contract_type,total_value,guaranteed_value,current_salary,cap_hit,years_remaining,as_of_date,source,source_url,salary,guaranteed,player_option,team_option,early_termination_option
1627759,2028-29,NBA contract,,,57736350,57736350,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,65609278,,0,0,0
203954,2026-27,NBA contract,,,57736350,57736350,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,57736350,,0,0,0
203954,2027-28,NBA contract,,,57736350,57736350,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,62355258,,0,0,0
203954,2028-29,NBA contract,,,57736350,57736350,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,66974166,,0,0,0
1630178,2026-27,NBA contract,,,40770520,40770520,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,40770520,,0,0,0
1630178,2027-28,NBA contract,,,40770520,40770520,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,43582280,,0,0,0
1630178,2028-29,NBA contract,,,40770520,40770520,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,46394040,,0,0,0
1629731,2026-27,NBA contract,,,9000000,9000000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,9000000,,0,0,0
1629731,2027-28,NBA contract,,,9000000,9000000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,9450000,,0,0,0
1629731,2028-29,NBA contract,,,9000000,9000000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,9900000,,0,0,0
1629731,2029-30,NBA contract,,,9000000,9000000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,10350000,,0,0,0
1629014,2026-27,NBA contract,,,6000000,6000000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,6000000,,0,0,0
1629014,2027-28,NBA contract,,,6000000,6000000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,6300000,,1,0,0
2544,2026-27,NBA contract,,,3876529,3876529,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,3876529,,0,0,0
2544,2027-28,NBA contract,,,3876529,3876529,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,4070355,,1,0,0
1631230,2026-27,NBA contract,,,3415000,3415000,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/philadelphia-76ers/20/,3415000,,0,0,0
1630559,2026-27,NBA contract,,,41240250,41240250,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,41240250,,0,0,0
1630559,2027-28,NBA contract,,,41240250,41240250,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,42954030,,0,0,0
1630559,2028-29,NBA contract,,,41240250,41240250,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,46253250,,0,0,0
1630559,2029-30,NBA contract,,,41240250,41240250,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,49552470,,1,0,0
1631117,2026-27,NBA contract,,,30108821,30108821,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,30108821,,0,0,0
1631117,2027-28,NBA contract,,,30108821,30108821,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,31614262,,0,0,0
1631117,2028-29,NBA contract,,,30108821,30108821,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,33119703,,0,0,0
1631117,2029-30,NBA contract,,,30108821,30108821,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,34625144,,1,0,0
1629656,2026-27,NBA contract,,,13953489,13953489,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,13953489,,0,0,0
1629656,2027-28,NBA contract,,,13953489,13953489,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,14651163,,0,0,0
1629656,2028-29,NBA contract,,,13953489,13953489,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,15348837,,0,0,0
1629656,2029-30,NBA contract,,,13953489,13953489,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,16046511,,1,0,0
1629012,2026-27,NBA contract,,,9366000,9366000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,9366000,,0,0,0
1629012,2027-28,NBA contract,,,9366000,9366000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,9834000,,1,0,0
1630702,2026-27,NBA contract,,,6000000,6000000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,6000000,,0,0,0
1630702,2027-28,NBA contract,,,6000000,6000000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,6000000,,0,1,0
1631222,2026-27,NBA contract,,,6000000,6000000,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,6000000,,0,0,0
1642261,2026-27,NBA contract,,,4201080,4201080,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,4201080,,0,0,0
1642261,2027-28,NBA contract,,,4201080,4201080,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,6452859,,0,1,0
1642261,2028-29,NBA contract,,,4201080,4201080,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/los-angeles-lakers/13/,9756722,,0,0,0
1628369,2026-27,NBA contract,,,58456566,58456566,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,58456566,,0,0,0
1628369,2027-28,NBA contract,,,58456566,58456566,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,62786682,,0,0,0
1628369,2028-29,NBA contract,,,58456566,58456566,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,67116798,,0,0,0
1628369,2029-30,NBA contract,,,58456566,58456566,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,71446914,,1,0,0
202331,2026-27,NBA contract,,,54126380,54126380,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,54126380,,0,0,0
202331,2027-28,NBA contract,,,54126380,54126380,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,56586670,,1,0,0
1628401,2026-27,NBA contract,,,30348000,30348000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,30348000,,0,0,0
1628401,2027-28,NBA contract,,,30348000,30348000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,32596000,,0,0,0
1628401,2028-29,NBA contract,,,30348000,30348000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,34844000,,1,0,0
1630573,2026-27,NBA contract,,,10848215,10848215,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,10848215,,0,0,0
1630573,2027-28,NBA contract,,,10848215,10848215,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,11651785,,0,0,0
1630573,2028-29,NBA contract,,,10848215,10848215,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,12455356,,0,0,0
1630202,2026-27,NBA contract,,,7767857,7767857,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,7767857,,0,0,0
1630202,2027-28,NBA contract,,,7767857,7767857,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,8303571,,0,0,0
201144,2026-27,NBA contract,,,3876529,3876529,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/boston-celtics/2/,3876529,,0,0,0
202695,2026-27,NBA contract,,,50300000,50300000,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/toronto-raptors/28/,50300000,,0,0,0
1630567,2026-27,NBA contract,,,41754636,41754636,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/toronto-raptors/28/,41754636,,0,0,0
1630567,2027-28,NBA contract,,,41754636,41754636,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/toronto-raptors/28/,44847572,,0,0,0
1630567,2028-29,NBA contract,,,41754636,41754636,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/toronto-raptors/28/,47940508,,0,0,0
1630567,2029-30,NBA contract,,,41754636,41754636,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/toronto-raptors/28/,51033444,,0,0,0
1629628,2026-27,NBA contract,,,29616071,29616071,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/toronto-raptors/28/,29616071,,0,0,0
1627751,2026-27,NBA contract,,,19500000,19500000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/toronto-raptors/28/,19500000,,0,0,0
1627751,2027-28,NBA contract,,,19500000,19500000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/toronto-raptors/28/,27300000,,0,0,0
1627751,2028-29,NBA contract,,,19500000,19500000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/toronto-raptors/28/,29484000,,0,0,0
1627751,2029-30,NBA contract,,,19500000,19500000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/toronto-raptors/28/,27300000,,0,0,0
203937,2026-27,NBA contract,,,3876529,3876529,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/toronto-raptors/28/,3876529,,0,0,0
1642266,2026-27,NBA contract,,,3811800,3811800,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/toronto-raptors/28/,3811800,,0,0,0
1642266,2027-28,NBA contract,,,3811800,3811800,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/toronto-raptors/28/,5870172,,0,1,0
1642266,2028-29,NBA contract,,,3811800,3811800,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/toronto-raptors/28/,8957882,,0,0,0
203897,2026-27,NBA contract,,,48967380,48967380,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/sacramento-kings/23/,48967380,,0,0,0
1627734,2026-27,NBA contract,,,45472000,45472000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/sacramento-kings/23/,45472000,,0,0,0
1627734,2027-28,NBA contract,,,45472000,45472000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/sacramento-kings/23/,48608000,,0,0,0
1629631,2026-27,NBA contract,,,24910714,24910714,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/sacramento-kings/23/,24910714,,0,0,0
1631099,2026-27,NBA contract,,,24137936,24137936,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/sacramento-kings/23/,24137936,,0,0,0
1631099,2027-28,NBA contract,,,24137936,24137936,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/sacramento-kings/23/,26068965,,0,0,0
1631099,2028-29,NBA contract,,,24137936,24137936,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/sacramento-kings/23/,27999999,,0,0,0
1631099,2029-30,NBA contract,,,24137936,24137936,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/sacramento-kings/23/,29931033,,0,0,0
1628370,2026-27,NBA contract,,,20190035,20190035,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/sacramento-kings/23/,20190035,,0,0,0
1628370,2027-28,NBA contract,,,20190035,20190035,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/sacramento-kings/23/,21582451,,1,0,0
201942,2026-27,NBA contract,,,10000000,10000000,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/sacramento-kings/23/,10000000,,0,0,0
1630173,2026-27,NBA contract,,,5477000,5477000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/sacramento-kings/23/,5477000,,0,0,0
1630173,2027-28,NBA contract,,,5477000,5477000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/sacramento-kings/23/,5750850,,0,0,0
1628368,2026-27,NBA contract,,,49488300,49488300,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,49488300,,0,0,0
1628368,2027-28,NBA contract,,,49488300,49488300,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,53447364,,0,0,0
1628368,2028-29,NBA contract,,,49488300,49488300,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,57406428,,0,0,0
1628368,2029-30,NBA contract,,,49488300,49488300,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,61365492,,0,0,0
1630170,2026-27,NBA contract,,,27500000,27500000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,27500000,,0,0,0
1630170,2027-28,NBA contract,,,27500000,27500000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,25108696,,0,0,0
1630170,2028-29,NBA contract,,,27500000,27500000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,27500000,,0,0,0
1629640,2026-27,NBA contract,,,18000000,18000000,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,18000000,,0,0,0
202699,2026-27,NBA contract,,,15044000,15044000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,15044000,,0,0,0
202699,2027-28,NBA contract,,,15044000,15044000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,15796200,,0,0,0
1628436,2026-27,NBA contract,,,10450000,10450000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,10450000,,0,0,0
1628436,2027-28,NBA contract,,,10450000,10450000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,9900000,,0,0,0
1628436,2028-29,NBA contract,,,10450000,10450000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,9350000,,0,1,0
1642264,2026-27,NBA contract,,,10015920,10015920,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,10015920,,0,0,0
1642264,2027-28,NBA contract,,,10015920,10015920,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,12670139,,0,1,0
1642264,2028-29,NBA contract,,,10015920,10015920,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,17978927,,0,0,0
203084,2026-27,NBA contract,,,8000000,8000000,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/san-antonio-spurs/24/,8000000,,0,0,0
1628389,2026-27,NBA contract,,,49488300,49488300,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/miami-heat/14/,49488300,,0,0,0
1628389,2027-28,NBA contract,,,49488300,49488300,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/miami-heat/14/,53447364,,0,0,0
1628389,2028-29,NBA contract,,,49488300,49488300,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/miami-heat/14/,57406428,,1,0,0
203952,2026-27,NBA contract,,,30169644,30169644,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/miami-heat/14/,30169644,,0,0,0
203952,2027-28,NBA contract,,,30169644,30169644,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/miami-heat/14/,16510000,,0,0,0
203952,2028-29,NBA contract,,,30169644,30169644,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/miami-heat/14/,17320356,,1,0,0
1630558,2026-27,NBA contract,,,12400000,12400000,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/miami-heat/14/,12400000,,0,0,0
203501,2026-27,NBA contract,,,6065000,6065000,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/miami-heat/14/,6065000,,0,0,0
1630696,2026-27,NBA contract,,,2584539,2584539,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/miami-heat/14/,2584539,,0,0,0
1630696,2027-28,NBA contract,,,2584539,2584539,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/miami-heat/14/,2934742,,0,0,0
1641796,2026-27,NBA contract,,,2296271,2296271,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/miami-heat/14/,2296271,,0,0,0
1629627,2026-27,NBA contract,,,42166510,42166510,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/new-orleans-pelicans/3/,42166510,,0,0,0
1629627,2027-28,NBA contract,,,42166510,42166510,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/new-orleans-pelicans/3/,44886930,,0,0,0
1629673,2026-27,NBA contract,,,34044642,34044642,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/new-orleans-pelicans/3/,34044642,,0,0,0
1627749,2026-27,NBA contract,,,32785071,32785071,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/new-orleans-pelicans/3/,32785071,,0,0,0
1627749,2027-28,NBA contract,,,32785071,32785071,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/new-orleans-pelicans/3/,30751504,,1,0,0
1630530,2026-27,NBA contract,,,27000000,27000000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/new-orleans-pelicans/3/,27000000,,0,0,0
1630530,2027-28,NBA contract,,,27000000,27000000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/new-orleans-pelicans/3/,29000000,,0,0,0
1630530,2028-29,NBA contract,,,27000000,27000000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/new-orleans-pelicans/3/,31000000,,0,0,0
1641722,2026-27,NBA contract,,,7021740,7021740,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/new-orleans-pelicans/3/,7021740,,0,0,0
1641722,2027-28,NBA contract,,,7021740,7021740,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/new-orleans-pelicans/3/,10469414,,0,0,0
1630180,2026-27,NBA contract,,,6557080,6557080,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/new-orleans-pelicans/3/,6557080,,0,0,0
201599,2026-27,NBA contract,,,3876529,3876529,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/new-orleans-pelicans/3/,3876529,,0,0,0
201599,2027-28,NBA contract,,,3876529,3876529,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/new-orleans-pelicans/3/,4070355,,0,0,0
1630552,2026-27,NBA contract,,,30000000,30000000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,30000000,,0,0,0
1630552,2027-28,NBA contract,,,30000000,30000000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,30000000,,0,0,0
1630552,2028-29,NBA contract,,,30000000,30000000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,30000000,,0,0,0
1630552,2029-30,NBA contract,,,30000000,30000000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,30000000,,0,0,0
1630700,2026-27,NBA contract,,,25000000,25000000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,25000000,,0,0,0
1630700,2027-28,NBA contract,,,25000000,25000000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,25000000,,0,0,0
1630700,2028-29,NBA contract,,,25000000,25000000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,25000000,,0,0,0
1630700,2029-30,NBA contract,,,25000000,25000000,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,25000000,,0,0,0
203468,2026-27,NBA contract,,,21000000,21000000,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,21000000,,0,0,0
1629652,2026-27,NBA contract,,,17222222,17222222,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,17222222,,0,0,0
1630168,2026-27,NBA contract,,,16120000,16120000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,16120000,,0,0,0
1630168,2027-28,NBA contract,,,16120000,16120000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,16880000,,0,0,0
1629111,2026-27,NBA contract,,,14100000,14100000,1,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,14100000,,0,0,0
1630557,2026-27,NBA contract,,,13975000,13975000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,13975000,,0,0,0
1630557,2027-28,NBA contract,,,13975000,13975000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,13050000,,0,0,0
1630557,2028-29,NBA contract,,,13975000,13975000,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,13050000,,0,1,0
1627741,2026-27,NBA contract,,,9658536,9658536,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,9658536,,0,0,0
1627741,2027-28,NBA contract,,,9658536,9658536,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,10097560,,0,1,0
1630598,2026-27,NBA contract,,,9028038,9028038,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,9028038,,0,0,0
1630598,2027-28,NBA contract,,,9028038,9028038,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,8168226,,0,0,0
1630598,2028-29,NBA contract,,,9028038,9028038,3,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/atlanta-hawks/1/,8168226,,0,1,0
1629630,2026-27,NBA contract,,,42166510,42166510,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,42166510,,0,0,0
1629630,2027-28,NBA contract,,,42166510,42166510,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,44886930,,0,0,0
201950,2026-27,NBA contract,,,34800000,34800000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,34800000,,0,0,0
201950,2027-28,NBA contract,,,34800000,34800000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,37200000,,1,0,0
1631101,2026-27,NBA contract,,,20089287,20089287,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,20089287,,0,0,0
1631101,2027-28,NBA contract,,,20089287,20089287,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,21696429,,0,0,0
1631101,2028-29,NBA contract,,,20089287,20089287,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,23303571,,0,0,0
1631101,2029-30,NBA contract,,,20089287,20089287,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,24910713,,0,0,0
1641739,2026-27,NBA contract,,,18080358,18080358,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,18080358,,0,0,0
1641739,2027-28,NBA contract,,,18080358,18080358,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,19526786,,0,0,0
1641739,2028-29,NBA contract,,,18080358,18080358,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,20973214,,0,0,0
1641739,2029-30,NBA contract,,,18080358,18080358,4,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,22419642,,0,0,0
1630703,2026-27,NBA contract,,,13585465,13585465,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,13585465,,0,0,0
1630703,2027-28,NBA contract,,,13585465,13585465,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,19182676,,0,0,0
203081,2026-27,NBA contract,,,13398800,13398800,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,13398800,,0,0,0
203081,2027-28,NBA contract,,,13398800,13398800,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,14104000,,1,0,0
1630166,2026-27,NBA contract,,,13125000,13125000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,13125000,,0,0,0
1630166,2027-28,NBA contract,,,13125000,13125000,2,2026-08-02,HoopsHype public team salary table,https://www.hoopshype.com/salaries/teams/portland-trail-blazers/22/,11875000,,0,0,0
